Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,BCAN,Brevican core protein,20294,81,0.44 [0.25-0.76],0.0037803666917001
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,CCL22,C-C motif chemokine 22,20264,79,1.61 [1.17-2.21],0.0036079951976184
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,CD4,T-cell surface glycoprotein CD4,20433,81,2.12 [1.26-3.57],0.0046781740445366
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,CLEC1A,C-type lectin domain family 1 member A,20104,79,2.23 [1.30-3.82],0.0034957877728289
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,CNGB3,Cyclic nucleotide-gated cation channel beta-3,17190,70,1.42 [1.11-1.83],0.0061508030394977
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,CRHBP,Corticotropin-releasing factor-binding protein,20457,81,0.37 [0.19-0.75],0.0055578024209212
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,DCUN1D2,DCN1-like protein 2,17122,72,1.37 [1.12-1.68],0.0023868428022392
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,DUSP29,Dual specificity phosphatase 29,17270,70,1.44 [1.14-1.82],0.002428265094338
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,GABARAPL1,Gamma-aminobutyric acid receptor-associated protein-like 1,17436,72,1.46 [1.15-1.85],0.0016777872522996
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,GPRC5C,G-protein coupled receptor family C group 5 member C,17685,72,1.52 [1.14-2.02],0.0046161535901286
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,HBZ,Hemoglobin subunit zeta,17754,72,0.69 [0.54-0.87],0.0018703203390178
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,IL12RB1,Interleukin-12 receptor subunit beta-1,20126,80,1.95 [1.18-3.22],0.0095422050768628
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,IL33,Interleukin-33,20126,80,2.43 [1.62-3.63],1.5758192476347995e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,ITGB7,Integrin beta-7,20659,81,0.52 [0.33-0.84],0.0070760341236822
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,ITIH4,Inter-alpha-trypsin inhibitor heavy chain H4,17754,72,2.54 [1.32-4.86],0.0050250347162165
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,LILRB4,Leukocyte immunoglobulin-like receptor subfamily B member 4,20126,80,1.86 [1.22-2.82],0.0038404352314821
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,LRRC38,Leucine-rich repeat-containing protein 38,17270,70,1.68 [1.18-2.41],0.0041278862206575
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,MELTF,Melanotransferrin,17754,72,2.14 [1.34-3.42],0.0013899541106457
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,PTPRM,Receptor-type tyrosine-protein phosphatase mu,20430,82,2.75 [1.27-5.93],0.0099782094200374
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,RGS8,Regulator of G-protein signaling 8,20126,80,1.38 [1.13-1.69],0.0019049504460028
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,SUSD4,Sushi domain-containing protein 4,17685,72,0.42 [0.22-0.78],0.0064644496539044
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,UBQLN3,Ubiquilin-3,17121,71,1.63 [1.28-2.09],9.65574721500207e-05
