Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Other diseases of intestine,COL6A3,Collagen alpha-3(VI) chain,Inverse variance weighted,5,1.66 [1.00-2.76],0.04877415290014
Chapter XI Diseases of the digestive system,Other diseases of intestine,TFF3,Trefoil factor 3,Inverse variance weighted,10,0.76 [0.59-0.98],0.0360768935533133
Chapter XI Diseases of the digestive system,Other diseases of intestine,FGF23,Fibroblast growth factor 23,Inverse variance weighted,17,1.24 [1.01-1.52],0.0443053783947842
