Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CSF1,Macrophage colony-stimulating factor 1,Inverse variance weighted,12,0.86 [0.76-0.98],0.0213254893342366
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CBLIF,Cobalamin binding intrinsic factor,Inverse variance weighted,59,1.06 [1.01-1.11],0.0178479301138491
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,PGA4,Pepsin A-4,Inverse variance weighted,9,1.23 [1.02-1.48],0.0268815541529829
