Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XIV Diseases of the genitourinary system,N14_OTHDISMALEGEN,IGFBP2,Insulin-like growth factor-binding protein 2,Inverse variance weighted,2,0.83 [0.27-2.49],0.736303177080426,cis
Chapter XIV Diseases of the genitourinary system,N14_OTHDISMALEGEN,ACRV1,Acrosomal protein SP-10,Wald ratio,1,0.07 [0-1.46],0.0854133768445422,trans
Chapter XIV Diseases of the genitourinary system,N14_OTHDISMALEGEN,IGFBP2,Insulin-like growth factor-binding protein 2,Inverse variance weighted,11,0.94 [0.41-2.16],0.876242336480977,trans
