Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_HALLUXRIGIDUS,COL9A1,Collagen alpha-1(IX) chain,Inverse variance weighted,8,0.84 [0.73-0.98],0.0256284875475263,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_HALLUXRIGIDUS,COL9A1,Collagen alpha-1(IX) chain,Inverse variance weighted,7,0.93 [0.7-1.24],0.611471222404333,trans
