Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
NUDT5,ADP-sugar pyrophosphatase,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,19391,1697,1.26 [1.16-1.37],1.89066991522844e-08
NUDT5,ADP-sugar pyrophosphatase,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,27376,1295,1.29 [1.18-1.41],1.931808063809889e-08
NUDT5,ADP-sugar pyrophosphatase,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,25296,3202,1.20 [1.13-1.27],1.6441036686887543e-09
NUDT5,ADP-sugar pyrophosphatase,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,26877,4783,1.18 [1.13-1.24],5.1394725081530834e-12
NUDT5,ADP-sugar pyrophosphatase,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,27298,1515,1.31 [1.20-1.43],3.9039735210093567e-10
NUDT5,ADP-sugar pyrophosphatase,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,19484,100,2.07 [1.71-2.51],5.794929231589402e-14
NUDT5,ADP-sugar pyrophosphatase,Chapter X Diseases of the respiratory system,Diseases of the respiratory system,25676,5231,1.15 [1.10-1.20],1.6019743807325202e-09
NUDT5,ADP-sugar pyrophosphatase,Chapter XIV Diseases of the genitourinary system,Acute renal failure,26698,1279,1.38 [1.26-1.51],2.2468162140385597e-12
NUDT5,ADP-sugar pyrophosphatase,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,26934,1515,1.28 [1.18-1.40],7.778077316093732e-09
NUDT5,ADP-sugar pyrophosphatase,Chapter XIV Diseases of the genitourinary system,Chronic nephritic syndrome,27616,79,2.02 [1.60-2.55],3.222526556881699e-09
NUDT5,ADP-sugar pyrophosphatase,Chapter XIV Diseases of the genitourinary system,Dialysis,25471,52,2.49 [1.81-3.42],1.8028330230256765e-08
NUDT5,ADP-sugar pyrophosphatase,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,27594,2510,1.22 [1.14-1.30],4.510061744545699e-09
