Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Gastric ulcer,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",22136,101,1.23 [1.01-1.50],0.0354743206445431
Chapter XI Diseases of the digestive system,Gastric ulcer,ACP1,Low molecular weight phosphotyrosine protein phosphatase,19152,88,0.57 [0.35-0.95],0.0315246765316468
Chapter XI Diseases of the digestive system,Gastric ulcer,ACP5,Tartrate-resistant acid phosphatase type 5,22767,103,1.85 [1.15-2.97],0.0110868301052122
Chapter XI Diseases of the digestive system,Gastric ulcer,ACTN4,Alpha-actinin-4,22260,97,1.52 [1.02-2.27],0.0406471069605688
Chapter XI Diseases of the digestive system,Gastric ulcer,ACVRL1,Serine/threonine-protein kinase receptor R3,22503,100,2.04 [1.02-4.08],0.0425992521942123
Chapter XI Diseases of the digestive system,Gastric ulcer,ACY1,Aminoacylase-1,22661,101,1.36 [1.07-1.74],0.0130688314424753
Chapter XI Diseases of the digestive system,Gastric ulcer,ADA2,Adenosine deaminase 2,22530,104,1.66 [1.13-2.45],0.0103313890464828
Chapter XI Diseases of the digestive system,Gastric ulcer,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,22955,104,0.64 [0.42-0.98],0.0379542118324264
Chapter XI Diseases of the digestive system,Gastric ulcer,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,19632,91,2.04 [1.15-3.61],0.0146947229236596
Chapter XI Diseases of the digestive system,Gastric ulcer,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,22724,104,0.49 [0.35-0.70],8.07709174425457e-05
Chapter XI Diseases of the digestive system,Gastric ulcer,ADGRG2,Adhesion G-protein coupled receptor G2,22661,101,0.51 [0.32-0.81],0.0047360786113317
Chapter XI Diseases of the digestive system,Gastric ulcer,ADIPOQ,Adiponectin,19722,92,1.30 [1.00-1.68],0.0491967055139342
Chapter XI Diseases of the digestive system,Gastric ulcer,ADM,Pro-adrenomedullin,22881,105,3.37 [1.77-6.39],0.0002106648576525
Chapter XI Diseases of the digestive system,Gastric ulcer,AGR2,Anterior gradient protein 2 homolog,21965,98,1.21 [1.02-1.45],0.0320838162828954
Chapter XI Diseases of the digestive system,Gastric ulcer,AGRN,Agrin,22770,103,2.16 [1.39-3.37],0.0006642417415608
Chapter XI Diseases of the digestive system,Gastric ulcer,AGXT,Serine--pyruvate aminotransferase,22661,101,1.39 [1.14-1.70],0.0012283066837703
Chapter XI Diseases of the digestive system,Gastric ulcer,ALDH2,"Aldehyde dehydrogenase, mitochondrial",19608,92,1.32 [1.00-1.74],0.046456048338039
Chapter XI Diseases of the digestive system,Gastric ulcer,ALDH3A1,"Aldehyde dehydrogenase, dimeric NADP-preferring",22626,105,1.25 [1.02-1.54],0.0313714891933794
Chapter XI Diseases of the digestive system,Gastric ulcer,ALDH5A1,"Succinate-semialdehyde dehydrogenase, mitochondrial",19676,93,1.58 [1.12-2.21],0.0085481881745336
Chapter XI Diseases of the digestive system,Gastric ulcer,ALPP,"Alkaline phosphatase, placental type",22600,102,1.17 [1.01-1.35],0.0309635563278345
Chapter XI Diseases of the digestive system,Gastric ulcer,AMDHD2,N-acetylglucosamine-6-phosphate deacetylase,19703,90,1.91 [1.01-3.62],0.0470666484281833
Chapter XI Diseases of the digestive system,Gastric ulcer,AMOT,Angiomotin,19253,93,1.86 [1.24-2.78],0.0024739300443813
Chapter XI Diseases of the digestive system,Gastric ulcer,ANGPTL1,Angiopoietin-related protein 1,22321,100,1.85 [1.04-3.30],0.037616682970441
Chapter XI Diseases of the digestive system,Gastric ulcer,ANGPTL4,Angiopoietin-related protein 4,22736,103,1.60 [1.09-2.33],0.0152393735181936
Chapter XI Diseases of the digestive system,Gastric ulcer,ANXA10,Annexin A10,22147,99,1.62 [1.36-1.92],5.8983249327758766e-08
Chapter XI Diseases of the digestive system,Gastric ulcer,APOA2,Apolipoprotein A-II,19719,91,2.19 [1.49-3.23],6.408968760569617e-05
Chapter XI Diseases of the digestive system,Gastric ulcer,AREG,Amphiregulin,22600,102,1.40 [1.00-1.97],0.048271560731665
