Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],A1BG,Alpha-1B-glycoprotein,12988,376,0.50 [0.29-0.88],0.0156851185883347
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ACE2,Angiotensin-converting enzyme 2,14640,428,0.68 [0.53-0.86],0.0014732916789911
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ACP1,Low molecular weight phosphotyrosine protein phosphatase,12602,356,0.76 [0.59-0.98],0.0329241886129355
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ACP5,Tartrate-resistant acid phosphatase type 5,14953,438,0.68 [0.52-0.89],0.0051747024177801
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ACY1,Aminoacylase-1,14887,434,0.83 [0.71-0.97],0.0216207387707436
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,15081,442,1.51 [1.01-2.26],0.0426338073652876
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,14640,428,0.57 [0.40-0.80],0.0010419138788997
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,14934,438,0.76 [0.62-0.93],0.0063741933822533
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADGRB3,Adhesion G protein-coupled receptor B3,14764,435,0.73 [0.55-0.96],0.0236841120587941
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADGRD1,Adhesion G-protein coupled receptor D1,12679,365,0.72 [0.53-0.97],0.0283621040214176
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADGRE1,Adhesion G protein-coupled receptor E1,12907,376,1.28 [1.07-1.54],0.0069118040645189
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADGRE5,Adhesion G protein-coupled receptor E5,15001,437,1.37 [1.01-1.86],0.0406745894609688
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADGRG1,Adhesion G-protein coupled receptor G1,14830,435,1.35 [1.09-1.66],0.0057461981027788
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADM,Pro-adrenomedullin,15028,437,0.73 [0.53-1.00],0.0484026772576398
