Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIV Diseases of the genitourinary system,Female infertility,ADRA2A,Alpha-2A adrenergic receptor,9684,87,1.32 [1.07-1.62],0.0090750499810595
Chapter XIV Diseases of the genitourinary system,Female infertility,AGRP,Agouti-related protein,11681,115,0.75 [0.57-1.00],0.047462113501732
Chapter XIV Diseases of the genitourinary system,Female infertility,AHSG,Alpha-2-HS-glycoprotein,10016,87,2.09 [1.00-4.36],0.0493885645364653
Chapter XIV Diseases of the genitourinary system,Female infertility,AK2,"Adenylate kinase 2, mitochondrial",9987,88,1.22 [1.00-1.48],0.0464978948251761
Chapter XIV Diseases of the genitourinary system,Female infertility,AMY2A,Pancreatic alpha-amylase,11129,113,1.52 [1.03-2.24],0.0332236709383383
Chapter XIV Diseases of the genitourinary system,Female infertility,APOL1,Apolipoprotein L1,10016,87,1.29 [1.02-1.65],0.0366814513738639
Chapter XIV Diseases of the genitourinary system,Female infertility,BPIFA2,BPI fold-containing family A member 2,9387,78,1.40 [1.13-1.73],0.001905840051133
Chapter XIV Diseases of the genitourinary system,Female infertility,CCDC28A,Coiled-coil domain-containing protein 28A,9716,83,2.12 [1.06-4.21],0.0326755247583373
Chapter XIV Diseases of the genitourinary system,Female infertility,CD22,B-cell receptor CD22,11681,115,1.63 [1.08-2.46],0.0194117505371491
Chapter XIV Diseases of the genitourinary system,Female infertility,CD3G,T-cell surface glycoprotein CD3 gamma chain,9723,85,0.63 [0.44-0.92],0.015800031023676
Chapter XIV Diseases of the genitourinary system,Female infertility,CEACAM3,Carcinoembryonic antigen-related cell adhesion molecule 3,11273,115,1.46 [1.08-1.98],0.0150806875438716
Chapter XIV Diseases of the genitourinary system,Female infertility,CFD,Complement factor D,10030,89,0.29 [0.09-0.92],0.0358835869721556
Chapter XIV Diseases of the genitourinary system,Female infertility,COL4A4,Collagen alpha-4(IV) chain,9782,84,0.68 [0.48-0.96],0.0266809364356963
Chapter XIV Diseases of the genitourinary system,Female infertility,CR1,Complement receptor type 1,9981,85,1.98 [1.28-3.08],0.0021684279113913
Chapter XIV Diseases of the genitourinary system,Female infertility,CR2,Complement receptor type 2,11579,116,1.56 [1.09-2.24],0.0151063064313095
Chapter XIV Diseases of the genitourinary system,Female infertility,CST1,Cystatin-SN,8645,69,1.27 [1.00-1.62],0.045602261898531
Chapter XIV Diseases of the genitourinary system,Female infertility,CTAG1A_CTAG1B,Cancer/testis antigen 1,9779,84,0.66 [0.46-0.96],0.0301994923727657
Chapter XIV Diseases of the genitourinary system,Female infertility,CTRB1,Chymotrypsinogen B,11551,117,1.53 [1.12-2.10],0.0080517846447696
Chapter XIV Diseases of the genitourinary system,Female infertility,CTRC,Chymotrypsin-C,11553,115,1.33 [1.01-1.75],0.0429411211068738
