Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter X Diseases of the respiratory system,Early onset COPD,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",26931,104,0.76 [0.61-0.95],0.0160999474004241
Chapter X Diseases of the respiratory system,Early onset COPD,ACE2,Angiotensin-converting enzyme 2,27115,108,1.52 [1.19-1.94],0.0006911804760746
Chapter X Diseases of the respiratory system,Early onset COPD,ACP6,Lysophosphatidic acid phosphatase type 6,27819,108,1.37 [1.03-1.81],0.0291676444225302
Chapter X Diseases of the respiratory system,Early onset COPD,ACTA2,"Actin, aortic smooth muscle",27115,108,1.48 [1.12-1.97],0.0062221159828513
Chapter X Diseases of the respiratory system,Early onset COPD,ACVRL1,Serine/threonine-protein kinase receptor R3,27371,109,4.86 [2.78-8.49],2.7224972288874818e-08
Chapter X Diseases of the respiratory system,Early onset COPD,ADA2,Adenosine deaminase 2,27423,109,2.23 [1.57-3.15],6.005399595522357e-06
Chapter X Diseases of the respiratory system,Early onset COPD,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,23310,91,1.64 [1.11-2.42],0.0122756995610458
Chapter X Diseases of the respiratory system,Early onset COPD,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,27418,109,0.54 [0.34-0.87],0.0118124820631331
Chapter X Diseases of the respiratory system,Early onset COPD,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,27830,109,2.04 [1.17-3.55],0.0118976456543879
Chapter X Diseases of the respiratory system,Early onset COPD,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,23888,94,1.83 [1.04-3.22],0.0371415682667145
Chapter X Diseases of the respiratory system,Early onset COPD,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,23310,91,1.78 [1.12-2.82],0.0147715808881243
Chapter X Diseases of the respiratory system,Early onset COPD,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,27947,109,0.25 [0.14-0.47],1.1237373348615705e-05
Chapter X Diseases of the respiratory system,Early onset COPD,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,27676,108,0.56 [0.39-0.80],0.0015322684444464
Chapter X Diseases of the respiratory system,Early onset COPD,ADAMTSL2,ADAMTS-like protein 2,23970,93,1.87 [1.18-2.96],0.008069629836796
Chapter X Diseases of the respiratory system,Early onset COPD,ADGRD1,Adhesion G-protein coupled receptor D1,23440,92,1.74 [1.15-2.63],0.0081841185214887
Chapter X Diseases of the respiratory system,Early onset COPD,ADGRG1,Adhesion G-protein coupled receptor G1,27484,105,1.30 [1.07-1.56],0.0070199279308899
Chapter X Diseases of the respiratory system,Early onset COPD,ADH1B,All-trans-retinol dehydrogenase,23440,92,0.74 [0.57-0.97],0.0290509262799799
Chapter X Diseases of the respiratory system,Early onset COPD,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,27115,108,0.81 [0.67-0.99],0.0370200210895709
Chapter X Diseases of the respiratory system,Early onset COPD,ADIPOQ,Adiponectin,24015,93,1.39 [1.06-1.82],0.0161696792284532
Chapter X Diseases of the respiratory system,Early onset COPD,AGER,Advanced glycosylation end product-specific receptor,27539,111,0.49 [0.32-0.74],0.0006404989298652
Chapter X Diseases of the respiratory system,Early onset COPD,AGR2,Anterior gradient protein 2 homolog,26730,103,1.49 [1.27-1.75],8.467638280471646e-07
Chapter X Diseases of the respiratory system,Early onset COPD,AGR3,Anterior gradient protein 3,26894,104,1.46 [1.13-1.88],0.0035075526772486
Chapter X Diseases of the respiratory system,Early onset COPD,AGRN,Agrin,27730,111,1.96 [1.33-2.88],0.0006709635901243
Chapter X Diseases of the respiratory system,Early onset COPD,AGRP,Agouti-related protein,27933,110,0.73 [0.54-0.98],0.0363972947005466
Chapter X Diseases of the respiratory system,Early onset COPD,AGXT,Serine--pyruvate aminotransferase,27610,108,0.75 [0.60-0.95],0.0158158535386075
Chapter X Diseases of the respiratory system,Early onset COPD,ALCAM,CD166 antigen,27947,109,2.15 [1.01-4.55],0.0463915790745954
Chapter X Diseases of the respiratory system,Early onset COPD,ALDH3A1,"Aldehyde dehydrogenase, dimeric NADP-preferring",27551,107,1.30 [1.08-1.58],0.0068769395150065
Chapter X Diseases of the respiratory system,Early onset COPD,ALPP,"Alkaline phosphatase, placental type",27484,105,1.21 [1.07-1.38],0.0030259380841138
Chapter X Diseases of the respiratory system,Early onset COPD,AMBP,Protein AMBP,27821,107,3.35 [1.48-7.59],0.0037860954019734
Chapter X Diseases of the respiratory system,Early onset COPD,ANGPT2,Angiopoietin-2,27856,108,2.88 [1.94-4.28],1.640904720899942e-07
Chapter X Diseases of the respiratory system,Early onset COPD,ANGPTL1,Angiopoietin-related protein 1,27199,105,1.96 [1.12-3.43],0.0188232642493429
Chapter X Diseases of the respiratory system,Early onset COPD,ANGPTL4,Angiopoietin-related protein 4,27688,111,1.47 [1.02-2.13],0.0412938664086212
Chapter X Diseases of the respiratory system,Early onset COPD,ANXA1,Annexin A1,23307,92,1.39 [1.01-1.90],0.0432052609695703
Chapter X Diseases of the respiratory system,Early onset COPD,ANXA10,Annexin A10,26944,105,1.62 [1.38-1.92],1.1256949652151857e-08
Chapter X Diseases of the respiratory system,Early onset COPD,APOB,Apolipoprotein B-100,24005,93,0.44 [0.20-0.97],0.0424274157256814
Chapter X Diseases of the respiratory system,Early onset COPD,AREG,Amphiregulin,27484,105,2.26 [1.71-2.98],7.596716648379327e-09
Chapter X Diseases of the respiratory system,Early onset COPD,ARHGAP1,Rho GTPase-activating protein 1,26931,104,0.63 [0.43-0.93],0.0199212221905214
Chapter X Diseases of the respiratory system,Early onset COPD,ARL2BP,ADP-ribosylation factor-like protein 2-binding protein,23229,92,0.56 [0.33-0.95],0.0310854586694651
Chapter X Diseases of the respiratory system,Early onset COPD,ARNT,Aryl hydrocarbon receptor nuclear translocator,27087,110,1.47 [1.03-2.11],0.0337485675968118
Chapter X Diseases of the respiratory system,Early onset COPD,ART3,Ecto-ADP-ribosyltransferase 3,27687,109,0.59 [0.37-0.93],0.0233370879503404
Chapter X Diseases of the respiratory system,Early onset COPD,ASGR1,Asialoglycoprotein receptor 1,27418,109,2.82 [1.71-4.64],4.5073838161235926e-05
Chapter X Diseases of the respiratory system,Early onset COPD,ASGR2,Asialoglycoprotein receptor 2,24005,93,2.28 [1.14-4.55],0.019290867573638
Chapter X Diseases of the respiratory system,Early onset COPD,ASPSCR1,Tether containing UBX domain for GLUT4,23943,92,0.73 [0.54-0.98],0.0365022564276587
