Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter II Neoplasms,"Haemangioma, any site",CD5L,CD5 antigen-like,44523,200,1.67 [1.27-2.20],0.0002278767679938
Chapter II Neoplasms,"Haemangioma, any site",DEFB104A_DEFB104B,Beta-defensin 104,43259,194,1.42 [1.18-1.70],0.0001947224802055
Chapter II Neoplasms,"Haemangioma, any site",F2,Prothrombin,44769,201,4.46 [1.84-10.77],0.0009015211249342
Chapter II Neoplasms,"Haemangioma, any site",GDF15,Growth/differentiation factor 15,52057,237,1.45 [1.17-1.80],0.0006994438803965
Chapter II Neoplasms,"Haemangioma, any site",GGT5,Glutathione hydrolase 5 proenzyme,51023,232,2.27 [1.47-3.53],0.0002411480829763
Chapter II Neoplasms,"Haemangioma, any site",GSN,Gelsolin,44570,202,0.50 [0.33-0.75],0.000758659855597
Chapter II Neoplasms,"Haemangioma, any site",H2AP,Huntingtin-interacting protein M,43102,191,1.49 [1.29-1.71],2.6400356947540397e-08
Chapter II Neoplasms,"Haemangioma, any site",ITGBL1,Integrin beta-like protein 1,44704,201,1.85 [1.35-2.54],0.0001227990854039
Chapter II Neoplasms,"Haemangioma, any site",ITIH4,Inter-alpha-trypsin inhibitor heavy chain H4,44769,201,2.27 [1.53-3.37],4.563415853701279e-05
Chapter II Neoplasms,"Haemangioma, any site",LAG3,Lymphocyte activation gene 3 protein,51184,234,1.59 [1.26-2.03],0.000130159076703
Chapter II Neoplasms,"Haemangioma, any site",MYBPC1,"Myosin-binding protein C, slow-type",44696,201,1.34 [1.13-1.59],0.000857677628164
Chapter II Neoplasms,"Haemangioma, any site",NTRK2,BDNF/NT-3 growth factors receptor,51421,234,0.35 [0.22-0.55],5.692296789842852e-06
Chapter II Neoplasms,"Haemangioma, any site",PI16,Peptidase inhibitor 16,44737,202,0.35 [0.20-0.59],8.535658420708966e-05
Chapter II Neoplasms,"Haemangioma, any site",PIGR,Polymeric immunoglobulin receptor,50769,232,1.73 [1.28-2.35],0.0004189727131587
Chapter II Neoplasms,"Haemangioma, any site",REG3G,Regenerating islet-derived protein 3-gamma,44488,201,1.65 [1.26-2.17],0.0003238026305092
Chapter II Neoplasms,"Haemangioma, any site",SCARB2,Lysosome membrane protein 2,50049,226,1.81 [1.29-2.53],0.0005611894085808
Chapter II Neoplasms,"Haemangioma, any site",WFDC2,WAP four-disulfide core domain protein 2,48811,228,1.65 [1.27-2.15],0.000187397328041
