Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,APOH,Beta-2-glycoprotein 1,44194,201,1.69 [1.25-2.28],0.0005941478152436
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,B4GALT1,"Beta-1,4-galactosyltransferase 1",44382,199,2.20 [1.44-3.38],0.0002999362844849
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,BAMBI,BMP and activin membrane-bound inhibitor homolog,43116,192,1.90 [1.32-2.73],0.0005373832097383
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,CA12,Carbonic anhydrase 12,43997,198,1.73 [1.26-2.37],0.000672538397483
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,CCL3,C-C motif chemokine 3,44117,197,1.25 [1.10-1.42],0.0006014779374814
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,CD276,CD276 antigen,44167,199,1.94 [1.35-2.79],0.0003046590530485
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,CD302,CD302 antigen,43997,198,2.03 [1.40-2.95],0.0001750326663639
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,CD99L2,CD99 antigen-like protein 2,44194,201,2.53 [1.53-4.16],0.000281315557713
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,CNTN5,Contactin-5,44271,201,0.55 [0.39-0.78],0.0007560413148393
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,CX3CL1,Fractalkine,43839,200,1.86 [1.32-2.61],0.0003370230615321
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,DEFA1_DEFA1B,Neutrophil defensin 1,43306,202,1.47 [1.23-1.77],3.847011745483237e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,EDA2R,Tumor necrosis factor receptor superfamily member 27,44560,202,1.82 [1.32-2.50],0.0002506944379796
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,EPHA2,Ephrin type-A receptor 2,42598,190,2.23 [1.60-3.12],2.6734713690830644e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,IGFBP4,Insulin-like growth factor-binding protein 4,43618,199,1.64 [1.26-2.15],0.0002783018130343
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,KCTD5,BTB/POZ domain-containing protein KCTD5,37559,167,1.55 [1.21-1.99],0.0006279765701694
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,PDCD1LG2,Programmed cell death 1 ligand 2,43997,198,2.00 [1.41-2.86],0.0001242361806136
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,RRM2,Ribonucleoside-diphosphate reductase subunit M2,43116,192,1.36 [1.15-1.61],0.0004307791744284
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,SPTLC1,Serine palmitoyltransferase 1,38301,170,1.56 [1.22-1.98],0.0003730118533534
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,TCOF1,Treacle protein,38402,172,1.77 [1.28-2.43],0.0004676731758188
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,TFF3,Trefoil factor 3,44159,202,1.38 [1.15-1.66],0.0005239021325124
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,TOR1AIP1,Torsin-1A-interacting protein 1,37372,165,1.45 [1.18-1.78],0.0003707277070359
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,TPR,Nucleoprotein TPR,37118,166,1.39 [1.15-1.69],0.0007914683645513
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,WNT9A,Protein Wnt-9a,43342,193,2.07 [1.46-2.93],4.893639263619674e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,ZBTB17,Zinc finger and BTB domain-containing protein 17,43358,195,1.59 [1.29-1.97],1.4099011962027057e-05
