,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.780 [0.760 - 0.800],0.711 [0.706 - 0.716],0.711 [0.669 - 0.749],0.711 [0.706 - 0.716],0.031 [0.029 - 0.035],0.422 [0.379 - 0.462],0.060 [0.055 - 0.066]
Demographic,0.768 [0.749 - 0.785],0.711 [0.707 - 0.716],0.711 [0.671 - 0.749],0.712 [0.707 - 0.716],0.032 [0.029 - 0.035],0.423 [0.380 - 0.462],0.060 [0.055 - 0.066]
Protein+Demographic,0.791 [0.771 - 0.811],0.720 [0.716 - 0.724],0.721 [0.678 - 0.761],0.720 [0.716 - 0.724],0.033 [0.030 - 0.036],0.441 [0.398 - 0.482],0.063 [0.057 - 0.069]
