,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.883 [0.859 - 0.906],0.791 [0.788 - 0.795],0.791 [0.746 - 0.837],0.791 [0.788 - 0.795],0.021 [0.019 - 0.024],0.583 [0.537 - 0.628],0.042 [0.036 - 0.047]
Demographic,0.646 [0.619 - 0.671],0.611 [0.607 - 0.616],0.611 [0.556 - 0.666],0.611 [0.607 - 0.616],0.009 [0.008 - 0.010],0.222 [0.164 - 0.276],0.018 [0.015 - 0.020]
Protein+Demographic,0.887 [0.863 - 0.909],0.793 [0.789 - 0.796],0.795 [0.748 - 0.839],0.793 [0.789 - 0.796],0.022 [0.019 - 0.024],0.587 [0.541 - 0.631],0.042 [0.037 - 0.047]
