,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.881 [0.869 - 0.892],0.804 [0.800 - 0.808],0.805 [0.768 - 0.841],0.804 [0.799 - 0.808],0.059 [0.053 - 0.065],0.608 [0.572 - 0.646],0.110 [0.100 - 0.121]
Demographic,0.899 [0.890 - 0.908],0.828 [0.823 - 0.832],0.831 [0.793 - 0.865],0.828 [0.823 - 0.832],0.068 [0.061 - 0.075],0.659 [0.620 - 0.693],0.126 [0.114 - 0.137]
Protein+Demographic,0.906 [0.898 - 0.915],0.830 [0.826 - 0.835],0.831 [0.793 - 0.863],0.831 [0.826 - 0.835],0.069 [0.063 - 0.076],0.661 [0.622 - 0.693],0.128 [0.116 - 0.140]
