,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.594 [0.569 - 0.618],0.558 [0.552 - 0.564],0.559 [0.517 - 0.604],0.558 [0.551 - 0.564],0.028 [0.025 - 0.031],0.118 [0.075 - 0.161],0.053 [0.047 - 0.059]
Demographic,0.601 [0.578 - 0.623],0.576 [0.570 - 0.583],0.576 [0.534 - 0.620],0.576 [0.570 - 0.583],0.030 [0.026 - 0.033],0.152 [0.109 - 0.196],0.056 [0.050 - 0.063]
Protein+Demographic,0.642 [0.620 - 0.664],0.603 [0.597 - 0.610],0.602 [0.562 - 0.645],0.603 [0.596 - 0.610],0.033 [0.030 - 0.037],0.206 [0.164 - 0.248],0.063 [0.056 - 0.069]
