,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.747 [0.739 - 0.755],0.684 [0.680 - 0.689],0.685 [0.672 - 0.698],0.684 [0.680 - 0.689],0.220 [0.214 - 0.227],0.369 [0.355 - 0.381],0.334 [0.325 - 0.342]
Demographic,0.681 [0.674 - 0.690],0.632 [0.627 - 0.637],0.632 [0.619 - 0.647],0.632 [0.627 - 0.637],0.183 [0.177 - 0.188],0.264 [0.250 - 0.280],0.284 [0.276 - 0.292]
Protein+Demographic,0.752 [0.744 - 0.760],0.688 [0.683 - 0.693],0.688 [0.675 - 0.701],0.688 [0.683 - 0.693],0.223 [0.216 - 0.230],0.376 [0.362 - 0.390],0.337 [0.328 - 0.345]
