,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.912 [0.892 - 0.930],0.846 [0.842 - 0.849],0.847 [0.803 - 0.887],0.846 [0.842 - 0.849],0.036 [0.032 - 0.041],0.693 [0.650 - 0.734],0.069 [0.061 - 0.078]
Demographic,0.784 [0.758 - 0.807],0.717 [0.713 - 0.722],0.718 [0.663 - 0.764],0.717 [0.713 - 0.722],0.017 [0.015 - 0.019],0.435 [0.382 - 0.483],0.033 [0.029 - 0.038]
Protein+Demographic,0.914 [0.895 - 0.930],0.849 [0.845 - 0.852],0.850 [0.807 - 0.889],0.849 [0.845 - 0.852],0.037 [0.032 - 0.041],0.698 [0.654 - 0.737],0.070 [0.062 - 0.079]
