,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.634 [0.593 - 0.675],0.591 [0.587 - 0.596],0.591 [0.513 - 0.661],0.591 [0.587 - 0.596],0.006 [0.005 - 0.007],0.182 [0.104 - 0.252],0.011 [0.009 - 0.013]
Demographic,0.634 [0.598 - 0.669],0.615 [0.610 - 0.619],0.619 [0.548 - 0.685],0.615 [0.610 - 0.619],0.006 [0.005 - 0.007],0.234 [0.165 - 0.301],0.012 [0.010 - 0.015]
Protein+Demographic,0.653 [0.612 - 0.695],0.614 [0.610 - 0.619],0.611 [0.538 - 0.685],0.614 [0.610 - 0.618],0.006 [0.005 - 0.007],0.225 [0.151 - 0.298],0.012 [0.010 - 0.015]
