,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.849 [0.826 - 0.871],0.783 [0.780 - 0.786],0.778 [0.736 - 0.818],0.783 [0.780 - 0.787],0.024 [0.021 - 0.027],0.561 [0.519 - 0.602],0.046 [0.041 - 0.051]
Demographic,0.840 [0.818 - 0.861],0.772 [0.768 - 0.775],0.772 [0.726 - 0.816],0.772 [0.768 - 0.775],0.023 [0.020 - 0.025],0.544 [0.497 - 0.587],0.044 [0.039 - 0.049]
Protein+Demographic,0.881 [0.859 - 0.900],0.803 [0.800 - 0.807],0.803 [0.757 - 0.844],0.803 [0.800 - 0.807],0.027 [0.024 - 0.030],0.607 [0.561 - 0.648],0.052 [0.046 - 0.058]
