,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.953 [0.927 - 0.975],0.922 [0.919 - 0.924],0.908 [0.862 - 0.949],0.922 [0.919 - 0.924],0.054 [0.046 - 0.062],0.829 [0.784 - 0.871],0.102 [0.088 - 0.117]
Demographic,0.810 [0.777 - 0.840],0.731 [0.727 - 0.736],0.731 [0.662 - 0.796],0.731 [0.727 - 0.736],0.013 [0.011 - 0.016],0.462 [0.394 - 0.529],0.026 [0.022 - 0.030]
Protein+Demographic,0.954 [0.928 - 0.976],0.917 [0.914 - 0.920],0.908 [0.862 - 0.949],0.917 [0.914 - 0.920],0.051 [0.044 - 0.059],0.825 [0.780 - 0.866],0.097 [0.084 - 0.112]
