,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.773 [0.729 - 0.814],0.726 [0.721 - 0.730],0.722 [0.647 - 0.799],0.726 [0.721 - 0.730],0.008 [0.006 - 0.009],0.447 [0.373 - 0.525],0.015 [0.012 - 0.018]
Demographic,0.650 [0.605 - 0.696],0.599 [0.595 - 0.604],0.595 [0.508 - 0.680],0.599 [0.595 - 0.604],0.004 [0.003 - 0.005],0.193 [0.106 - 0.280],0.008 [0.007 - 0.010]
Protein+Demographic,0.766 [0.721 - 0.810],0.702 [0.697 - 0.706],0.702 [0.620 - 0.778],0.702 [0.697 - 0.706],0.007 [0.005 - 0.008],0.404 [0.323 - 0.481],0.013 [0.011 - 0.016]
