,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.693 [0.677 - 0.710],0.637 [0.631 - 0.643],0.637 [0.607 - 0.669],0.637 [0.631 - 0.644],0.069 [0.063 - 0.074],0.274 [0.242 - 0.306],0.125 [0.115 - 0.134]
Demographic,0.740 [0.726 - 0.753],0.675 [0.668 - 0.681],0.674 [0.642 - 0.703],0.674 [0.668 - 0.681],0.081 [0.074 - 0.087],0.350 [0.317 - 0.379],0.144 [0.133 - 0.154]
Protein+Demographic,0.752 [0.738 - 0.764],0.684 [0.678 - 0.691],0.685 [0.653 - 0.712],0.684 [0.678 - 0.690],0.084 [0.078 - 0.090],0.369 [0.336 - 0.398],0.150 [0.139 - 0.160]
