,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.754 [0.720 - 0.786],0.683 [0.680 - 0.688],0.682 [0.624 - 0.737],0.683 [0.680 - 0.688],0.011 [0.009 - 0.012],0.366 [0.306 - 0.420],0.021 [0.018 - 0.024]
Demographic,0.571 [0.536 - 0.605],0.573 [0.568 - 0.577],0.573 [0.513 - 0.632],0.573 [0.568 - 0.577],0.007 [0.006 - 0.008],0.145 [0.086 - 0.204],0.013 [0.011 - 0.016]
Protein+Demographic,0.752 [0.720 - 0.783],0.680 [0.676 - 0.684],0.677 [0.621 - 0.732],0.680 [0.676 - 0.684],0.011 [0.009 - 0.012],0.358 [0.301 - 0.411],0.021 [0.018 - 0.024]
