,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.869 [0.846 - 0.888],0.802 [0.798 - 0.806],0.804 [0.766 - 0.840],0.802 [0.798 - 0.806],0.042 [0.037 - 0.046],0.606 [0.569 - 0.643],0.080 [0.071 - 0.088]
Demographic,0.710 [0.687 - 0.734],0.650 [0.645 - 0.655],0.650 [0.604 - 0.695],0.650 [0.645 - 0.655],0.020 [0.017 - 0.022],0.300 [0.253 - 0.345],0.038 [0.034 - 0.042]
Protein+Demographic,0.869 [0.848 - 0.889],0.801 [0.797 - 0.805],0.801 [0.763 - 0.838],0.801 [0.797 - 0.805],0.042 [0.037 - 0.046],0.602 [0.564 - 0.641],0.079 [0.070 - 0.087]
