,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.669 [0.619 - 0.718],0.615 [0.610 - 0.619],0.611 [0.531 - 0.693],0.615 [0.610 - 0.619],0.004 [0.003 - 0.005],0.226 [0.145 - 0.308],0.008 [0.007 - 0.010]
Demographic,0.660 [0.617 - 0.704],0.597 [0.593 - 0.601],0.596 [0.514 - 0.678],0.597 [0.593 - 0.601],0.004 [0.003 - 0.005],0.192 [0.111 - 0.274],0.008 [0.006 - 0.009]
Protein+Demographic,0.710 [0.665 - 0.753],0.646 [0.642 - 0.650],0.648 [0.566 - 0.730],0.646 [0.642 - 0.650],0.005 [0.004 - 0.006],0.294 [0.213 - 0.376],0.010 [0.008 - 0.012]
