,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.532 [0.492 - 0.571],0.530 [0.527 - 0.535],0.532 [0.472 - 0.598],0.530 [0.526 - 0.535],0.005 [0.004 - 0.006],0.062 [0.001 - 0.128],0.009 [0.008 - 0.011]
Demographic,0.615 [0.575 - 0.650],0.581 [0.576 - 0.585],0.582 [0.515 - 0.645],0.581 [0.576 - 0.585],0.006 [0.005 - 0.007],0.163 [0.095 - 0.227],0.012 [0.010 - 0.014]
Protein+Demographic,0.536 [0.498 - 0.571],0.527 [0.523 - 0.531],0.529 [0.465 - 0.592],0.527 [0.523 - 0.531],0.005 [0.004 - 0.006],0.057 [-0.007 - 0.121],0.009 [0.008 - 0.011]
