,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.965 [0.932 - 0.985],0.910 [0.908 - 0.912],0.911 [0.846 - 0.959],0.910 [0.908 - 0.912],0.023 [0.018 - 0.027],0.820 [0.756 - 0.869],0.044 [0.036 - 0.053]
Demographic,0.752 [0.703 - 0.803],0.700 [0.696 - 0.704],0.698 [0.613 - 0.786],0.700 [0.696 - 0.704],0.005 [0.004 - 0.007],0.398 [0.313 - 0.487],0.011 [0.008 - 0.013]
Protein+Demographic,0.964 [0.930 - 0.985],0.930 [0.928 - 0.932],0.919 [0.863 - 0.965],0.930 [0.928 - 0.932],0.029 [0.024 - 0.036],0.849 [0.793 - 0.895],0.057 [0.047 - 0.068]
