,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.597 [0.557 - 0.637],0.573 [0.568 - 0.577],0.579 [0.508 - 0.646],0.573 [0.568 - 0.577],0.005 [0.004 - 0.006],0.151 [0.080 - 0.219],0.010 [0.009 - 0.012]
Demographic,0.555 [0.516 - 0.591],0.532 [0.528 - 0.537],0.532 [0.457 - 0.597],0.532 [0.528 - 0.537],0.004 [0.004 - 0.005],0.064 [-0.011 - 0.130],0.009 [0.007 - 0.010]
Protein+Demographic,0.597 [0.554 - 0.636],0.588 [0.584 - 0.592],0.587 [0.520 - 0.658],0.588 [0.584 - 0.592],0.006 [0.005 - 0.006],0.174 [0.108 - 0.246],0.011 [0.009 - 0.013]
