,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.795 [0.745 - 0.837],0.715 [0.711 - 0.720],0.712 [0.625 - 0.787],0.716 [0.711 - 0.720],0.007 [0.006 - 0.009],0.427 [0.339 - 0.505],0.015 [0.011 - 0.018]
Demographic,0.672 [0.626 - 0.716],0.614 [0.609 - 0.619],0.610 [0.522 - 0.697],0.614 [0.609 - 0.619],0.005 [0.004 - 0.006],0.224 [0.135 - 0.310],0.009 [0.007 - 0.011]
Protein+Demographic,0.809 [0.763 - 0.846],0.721 [0.717 - 0.726],0.722 [0.634 - 0.795],0.721 [0.717 - 0.726],0.008 [0.006 - 0.009],0.444 [0.356 - 0.516],0.015 [0.012 - 0.018]
