,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.663 [0.643 - 0.683],0.621 [0.617 - 0.625],0.622 [0.585 - 0.659],0.621 [0.617 - 0.625],0.022 [0.020 - 0.024],0.243 [0.205 - 0.280],0.043 [0.039 - 0.047]
Demographic,0.689 [0.669 - 0.707],0.629 [0.625 - 0.633],0.628 [0.592 - 0.666],0.629 [0.625 - 0.633],0.023 [0.021 - 0.025],0.257 [0.221 - 0.294],0.044 [0.040 - 0.049]
Protein+Demographic,0.706 [0.688 - 0.724],0.655 [0.652 - 0.660],0.653 [0.621 - 0.689],0.656 [0.652 - 0.660],0.026 [0.023 - 0.028],0.309 [0.276 - 0.344],0.049 [0.045 - 0.054]
