,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.798 [0.780 - 0.814],0.719 [0.713 - 0.725],0.719 [0.683 - 0.752],0.719 [0.713 - 0.725],0.071 [0.065 - 0.077],0.437 [0.402 - 0.473],0.130 [0.119 - 0.140]
Demographic,0.779 [0.762 - 0.794],0.698 [0.692 - 0.705],0.698 [0.660 - 0.735],0.698 [0.692 - 0.705],0.065 [0.059 - 0.071],0.396 [0.357 - 0.434],0.119 [0.108 - 0.129]
Protein+Demographic,0.823 [0.808 - 0.837],0.744 [0.738 - 0.749],0.743 [0.707 - 0.778],0.744 [0.738 - 0.750],0.080 [0.073 - 0.087],0.488 [0.450 - 0.522],0.145 [0.132 - 0.156]
