,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.604 [0.561 - 0.649],0.568 [0.563 - 0.572],0.571 [0.497 - 0.638],0.568 [0.563 - 0.572],0.005 [0.004 - 0.006],0.139 [0.064 - 0.207],0.009 [0.008 - 0.011]
Demographic,0.573 [0.525 - 0.618],0.548 [0.544 - 0.553],0.550 [0.474 - 0.617],0.548 [0.544 - 0.553],0.004 [0.004 - 0.005],0.098 [0.023 - 0.166],0.009 [0.007 - 0.010]
Protein+Demographic,0.621 [0.578 - 0.664],0.580 [0.575 - 0.584],0.582 [0.511 - 0.650],0.580 [0.575 - 0.584],0.005 [0.004 - 0.006],0.162 [0.091 - 0.229],0.010 [0.008 - 0.012]
