,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.882 [0.867 - 0.896],0.813 [0.809 - 0.816],0.812 [0.778 - 0.845],0.813 [0.809 - 0.816],0.041 [0.038 - 0.045],0.625 [0.591 - 0.659],0.079 [0.072 - 0.086]
Demographic,0.767 [0.748 - 0.786],0.696 [0.692 - 0.700],0.697 [0.656 - 0.736],0.696 [0.692 - 0.700],0.022 [0.020 - 0.025],0.393 [0.352 - 0.431],0.043 [0.039 - 0.048]
Protein+Demographic,0.882 [0.867 - 0.895],0.804 [0.800 - 0.807],0.804 [0.773 - 0.837],0.804 [0.800 - 0.807],0.039 [0.036 - 0.043],0.608 [0.576 - 0.642],0.075 [0.068 - 0.082]
