,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.564 [0.541 - 0.587],0.542 [0.536 - 0.547],0.544 [0.503 - 0.583],0.542 [0.536 - 0.547],0.024 [0.022 - 0.027],0.085 [0.046 - 0.125],0.046 [0.042 - 0.051]
Demographic,0.575 [0.553 - 0.598],0.559 [0.553 - 0.565],0.559 [0.518 - 0.599],0.559 [0.553 - 0.565],0.026 [0.023 - 0.028],0.117 [0.076 - 0.157],0.049 [0.044 - 0.054]
Protein+Demographic,0.580 [0.558 - 0.603],0.562 [0.556 - 0.567],0.562 [0.522 - 0.599],0.562 [0.556 - 0.568],0.026 [0.023 - 0.029],0.124 [0.086 - 0.159],0.050 [0.045 - 0.055]
