,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.788 [0.759 - 0.815],0.705 [0.701 - 0.710],0.701 [0.650 - 0.755],0.705 [0.701 - 0.710],0.016 [0.014 - 0.018],0.407 [0.356 - 0.461],0.031 [0.027 - 0.036]
Demographic,0.631 [0.597 - 0.665],0.592 [0.587 - 0.596],0.590 [0.529 - 0.651],0.592 [0.587 - 0.596],0.010 [0.008 - 0.011],0.182 [0.120 - 0.242],0.019 [0.016 - 0.022]
Protein+Demographic,0.797 [0.769 - 0.825],0.716 [0.711 - 0.720],0.713 [0.661 - 0.765],0.716 [0.711 - 0.720],0.017 [0.015 - 0.019],0.428 [0.376 - 0.483],0.033 [0.029 - 0.038]
