,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.856 [0.829 - 0.880],0.793 [0.790 - 0.797],0.795 [0.741 - 0.845],0.793 [0.790 - 0.797],0.017 [0.015 - 0.020],0.588 [0.535 - 0.639],0.034 [0.030 - 0.040]
Demographic,0.702 [0.668 - 0.735],0.659 [0.655 - 0.663],0.659 [0.601 - 0.719],0.659 [0.655 - 0.663],0.009 [0.008 - 0.010],0.318 [0.260 - 0.378],0.018 [0.015 - 0.020]
Protein+Demographic,0.858 [0.833 - 0.883],0.788 [0.785 - 0.792],0.790 [0.737 - 0.845],0.788 [0.785 - 0.792],0.017 [0.015 - 0.020],0.579 [0.525 - 0.633],0.033 [0.029 - 0.038]
