,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.884 [0.859 - 0.906],0.814 [0.809 - 0.819],0.817 [0.753 - 0.875],0.814 [0.809 - 0.819],0.024 [0.020 - 0.028],0.631 [0.567 - 0.689],0.046 [0.039 - 0.053]
Demographic,0.918 [0.902 - 0.931],0.862 [0.857 - 0.866],0.862 [0.805 - 0.916],0.862 [0.857 - 0.866],0.033 [0.028 - 0.039],0.724 [0.666 - 0.777],0.064 [0.054 - 0.074]
Protein+Demographic,0.934 [0.916 - 0.947],0.868 [0.863 - 0.872],0.871 [0.812 - 0.920],0.868 [0.863 - 0.872],0.035 [0.030 - 0.041],0.739 [0.681 - 0.787],0.067 [0.057 - 0.078]
