,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.884 [0.871 - 0.896],0.816 [0.811 - 0.821],0.817 [0.779 - 0.854],0.816 [0.811 - 0.821],0.052 [0.047 - 0.058],0.633 [0.595 - 0.671],0.098 [0.088 - 0.108]
Demographic,0.891 [0.880 - 0.901],0.823 [0.818 - 0.828],0.822 [0.780 - 0.863],0.823 [0.819 - 0.828],0.054 [0.049 - 0.060],0.645 [0.603 - 0.687],0.102 [0.092 - 0.112]
Protein+Demographic,0.903 [0.893 - 0.912],0.828 [0.823 - 0.833],0.827 [0.784 - 0.868],0.828 [0.823 - 0.833],0.056 [0.050 - 0.063],0.655 [0.612 - 0.696],0.105 [0.094 - 0.116]
