,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.605 [0.546 - 0.662],0.565 [0.558 - 0.572],0.567 [0.473 - 0.663],0.565 [0.559 - 0.572],0.007 [0.005 - 0.009],0.132 [0.038 - 0.228],0.013 [0.010 - 0.017]
Demographic,0.560 [0.505 - 0.616],0.565 [0.558 - 0.572],0.570 [0.480 - 0.667],0.565 [0.558 - 0.572],0.007 [0.005 - 0.009],0.135 [0.042 - 0.229],0.014 [0.010 - 0.017]
Protein+Demographic,0.603 [0.543 - 0.664],0.561 [0.554 - 0.569],0.558 [0.462 - 0.657],0.561 [0.554 - 0.569],0.007 [0.005 - 0.009],0.120 [0.022 - 0.219],0.013 [0.010 - 0.017]
