,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.878 [0.860 - 0.897],0.810 [0.805 - 0.815],0.811 [0.760 - 0.859],0.810 [0.805 - 0.815],0.035 [0.030 - 0.040],0.621 [0.571 - 0.670],0.066 [0.058 - 0.076]
Demographic,0.900 [0.889 - 0.910],0.822 [0.818 - 0.827],0.823 [0.772 - 0.870],0.822 [0.818 - 0.827],0.037 [0.032 - 0.043],0.646 [0.594 - 0.692],0.072 [0.062 - 0.082]
Protein+Demographic,0.909 [0.898 - 0.920],0.819 [0.815 - 0.824],0.819 [0.772 - 0.866],0.819 [0.815 - 0.824],0.037 [0.032 - 0.042],0.638 [0.590 - 0.686],0.070 [0.061 - 0.080]
