,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.631 [0.612 - 0.647],0.596 [0.590 - 0.601],0.596 [0.567 - 0.627],0.596 [0.589 - 0.601],0.053 [0.049 - 0.057],0.192 [0.162 - 0.222],0.098 [0.090 - 0.105]
Demographic,0.608 [0.589 - 0.626],0.581 [0.575 - 0.587],0.581 [0.550 - 0.613],0.581 [0.575 - 0.588],0.050 [0.046 - 0.054],0.163 [0.130 - 0.196],0.093 [0.085 - 0.100]
Protein+Demographic,0.655 [0.638 - 0.671],0.609 [0.603 - 0.614],0.610 [0.581 - 0.639],0.609 [0.603 - 0.614],0.056 [0.052 - 0.060],0.219 [0.189 - 0.249],0.103 [0.095 - 0.110]
