,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.526 [0.474 - 0.574],0.509 [0.502 - 0.516],0.520 [0.436 - 0.599],0.509 [0.502 - 0.516],0.007 [0.006 - 0.009],0.029 [-0.055 - 0.107],0.014 [0.011 - 0.017]
Demographic,0.491 [0.442 - 0.537],0.491 [0.484 - 0.497],0.492 [0.409 - 0.576],0.491 [0.484 - 0.497],0.007 [0.005 - 0.008],-0.017 [-0.102 - 0.066],0.013 [0.010 - 0.016]
Protein+Demographic,0.512 [0.461 - 0.559],0.505 [0.498 - 0.512],0.503 [0.424 - 0.585],0.505 [0.498 - 0.512],0.007 [0.005 - 0.009],0.007 [-0.071 - 0.088],0.014 [0.011 - 0.017]
