,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.905 [0.884 - 0.923],0.817 [0.814 - 0.821],0.821 [0.769 - 0.870],0.817 [0.814 - 0.820],0.020 [0.018 - 0.023],0.638 [0.586 - 0.686],0.040 [0.034 - 0.045]
Demographic,0.816 [0.788 - 0.840],0.744 [0.740 - 0.747],0.745 [0.683 - 0.795],0.744 [0.740 - 0.747],0.013 [0.011 - 0.015],0.489 [0.426 - 0.538],0.026 [0.022 - 0.030]
Protein+Demographic,0.911 [0.891 - 0.929],0.837 [0.834 - 0.840],0.838 [0.787 - 0.883],0.837 [0.834 - 0.840],0.023 [0.020 - 0.027],0.674 [0.624 - 0.721],0.045 [0.039 - 0.052]
