,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.740 [0.707 - 0.771],0.672 [0.668 - 0.677],0.671 [0.608 - 0.727],0.672 [0.668 - 0.677],0.011 [0.009 - 0.012],0.344 [0.283 - 0.402],0.021 [0.018 - 0.024]
Demographic,0.732 [0.699 - 0.764],0.677 [0.673 - 0.681],0.675 [0.612 - 0.734],0.677 [0.673 - 0.681],0.011 [0.009 - 0.012],0.352 [0.289 - 0.412],0.021 [0.018 - 0.024]
Protein+Demographic,0.763 [0.731 - 0.793],0.689 [0.685 - 0.694],0.688 [0.632 - 0.745],0.689 [0.685 - 0.694],0.011 [0.010 - 0.013],0.376 [0.321 - 0.434],0.022 [0.019 - 0.026]
