,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.504 [0.476 - 0.533],0.490 [0.486 - 0.494],0.489 [0.440 - 0.539],0.490 [0.486 - 0.494],0.007 [0.006 - 0.008],-0.022 [-0.069 - 0.030],0.013 [0.012 - 0.016]
Demographic,0.528 [0.498 - 0.556],0.529 [0.525 - 0.534],0.529 [0.480 - 0.578],0.529 [0.525 - 0.534],0.008 [0.007 - 0.009],0.058 [0.009 - 0.107],0.016 [0.014 - 0.018]
Protein+Demographic,0.506 [0.477 - 0.537],0.491 [0.487 - 0.496],0.491 [0.441 - 0.546],0.491 [0.487 - 0.496],0.007 [0.006 - 0.008],-0.019 [-0.068 - 0.036],0.014 [0.012 - 0.016]
