,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.676 [0.628 - 0.723],0.623 [0.619 - 0.627],0.621 [0.531 - 0.707],0.623 [0.619 - 0.627],0.004 [0.003 - 0.005],0.244 [0.155 - 0.330],0.007 [0.006 - 0.009]
Demographic,0.643 [0.598 - 0.689],0.610 [0.606 - 0.614],0.612 [0.529 - 0.698],0.610 [0.606 - 0.614],0.004 [0.003 - 0.004],0.221 [0.140 - 0.308],0.007 [0.005 - 0.009]
Protein+Demographic,0.705 [0.657 - 0.747],0.640 [0.636 - 0.644],0.644 [0.563 - 0.730],0.640 [0.636 - 0.644],0.004 [0.003 - 0.005],0.285 [0.204 - 0.370],0.008 [0.006 - 0.010]
