,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.585 [0.545 - 0.625],0.564 [0.559 - 0.568],0.560 [0.498 - 0.624],0.564 [0.559 - 0.568],0.006 [0.005 - 0.007],0.123 [0.060 - 0.189],0.011 [0.009 - 0.013]
Demographic,0.591 [0.552 - 0.630],0.565 [0.561 - 0.569],0.564 [0.500 - 0.624],0.565 [0.561 - 0.569],0.006 [0.005 - 0.007],0.128 [0.065 - 0.190],0.011 [0.009 - 0.013]
Protein+Demographic,0.597 [0.555 - 0.634],0.574 [0.569 - 0.578],0.571 [0.500 - 0.636],0.574 [0.570 - 0.579],0.006 [0.005 - 0.007],0.144 [0.075 - 0.210],0.011 [0.009 - 0.013]
