,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.882 [0.845 - 0.917],0.817 [0.814 - 0.821],0.821 [0.757 - 0.889],0.817 [0.814 - 0.821],0.011 [0.009 - 0.013],0.639 [0.574 - 0.706],0.022 [0.018 - 0.026]
Demographic,0.901 [0.870 - 0.927],0.829 [0.826 - 0.833],0.830 [0.761 - 0.897],0.829 [0.826 - 0.833],0.012 [0.010 - 0.014],0.660 [0.589 - 0.727],0.024 [0.019 - 0.028]
Protein+Demographic,0.923 [0.895 - 0.948],0.856 [0.853 - 0.859],0.856 [0.789 - 0.918],0.856 [0.853 - 0.859],0.015 [0.012 - 0.017],0.712 [0.644 - 0.773],0.029 [0.024 - 0.034]
