,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.788 [0.755 - 0.821],0.715 [0.711 - 0.719],0.714 [0.634 - 0.793],0.715 [0.711 - 0.719],0.007 [0.006 - 0.009],0.429 [0.347 - 0.504],0.014 [0.012 - 0.017]
Demographic,0.655 [0.613 - 0.697],0.601 [0.597 - 0.605],0.597 [0.519 - 0.683],0.601 [0.597 - 0.605],0.004 [0.003 - 0.005],0.199 [0.121 - 0.282],0.008 [0.007 - 0.010]
Protein+Demographic,0.787 [0.752 - 0.821],0.714 [0.710 - 0.718],0.714 [0.639 - 0.787],0.714 [0.710 - 0.718],0.007 [0.006 - 0.008],0.428 [0.354 - 0.501],0.014 [0.011 - 0.017]
