,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.667 [0.658 - 0.677],0.619 [0.614 - 0.623],0.619 [0.603 - 0.634],0.619 [0.614 - 0.624],0.152 [0.147 - 0.158],0.238 [0.222 - 0.254],0.245 [0.237 - 0.252]
Demographic,0.643 [0.634 - 0.652],0.602 [0.597 - 0.607],0.602 [0.587 - 0.617],0.602 [0.597 - 0.607],0.144 [0.138 - 0.149],0.204 [0.189 - 0.221],0.232 [0.225 - 0.239]
Protein+Demographic,0.677 [0.668 - 0.686],0.627 [0.622 - 0.631],0.626 [0.612 - 0.643],0.627 [0.622 - 0.631],0.157 [0.151 - 0.162],0.253 [0.237 - 0.271],0.251 [0.243 - 0.258]
