,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.497 [0.451 - 0.546],0.509 [0.505 - 0.514],0.508 [0.434 - 0.584],0.509 [0.505 - 0.514],0.003 [0.003 - 0.004],0.017 [-0.058 - 0.094],0.006 [0.005 - 0.008]
Demographic,0.498 [0.455 - 0.540],0.498 [0.494 - 0.503],0.495 [0.417 - 0.570],0.498 [0.493 - 0.503],0.003 [0.002 - 0.004],-0.007 [-0.084 - 0.068],0.006 [0.005 - 0.007]
Protein+Demographic,0.514 [0.468 - 0.560],0.531 [0.527 - 0.536],0.526 [0.453 - 0.606],0.531 [0.527 - 0.536],0.004 [0.003 - 0.004],0.057 [-0.016 - 0.135],0.007 [0.006 - 0.009]
