,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.784 [0.738 - 0.827],0.704 [0.700 - 0.708],0.701 [0.620 - 0.782],0.704 [0.700 - 0.708],0.006 [0.005 - 0.007],0.405 [0.325 - 0.487],0.011 [0.009 - 0.014]
Demographic,0.816 [0.775 - 0.857],0.751 [0.747 - 0.755],0.752 [0.674 - 0.827],0.751 [0.747 - 0.755],0.007 [0.006 - 0.009],0.503 [0.427 - 0.578],0.015 [0.012 - 0.018]
Protein+Demographic,0.855 [0.818 - 0.889],0.788 [0.785 - 0.791],0.786 [0.707 - 0.857],0.788 [0.785 - 0.792],0.009 [0.007 - 0.011],0.574 [0.494 - 0.645],0.018 [0.014 - 0.021]
