,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.639 [0.592 - 0.688],0.620 [0.616 - 0.625],0.623 [0.542 - 0.708],0.620 [0.616 - 0.625],0.004 [0.004 - 0.005],0.244 [0.164 - 0.328],0.009 [0.007 - 0.010]
Demographic,0.618 [0.579 - 0.660],0.583 [0.579 - 0.587],0.579 [0.504 - 0.662],0.583 [0.579 - 0.587],0.004 [0.003 - 0.005],0.162 [0.088 - 0.244],0.007 [0.006 - 0.009]
Protein+Demographic,0.658 [0.612 - 0.706],0.652 [0.648 - 0.656],0.653 [0.579 - 0.735],0.652 [0.648 - 0.656],0.005 [0.004 - 0.006],0.305 [0.231 - 0.387],0.010 [0.008 - 0.012]
