,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.870 [0.845 - 0.892],0.794 [0.789 - 0.798],0.796 [0.735 - 0.854],0.794 [0.789 - 0.799],0.021 [0.017 - 0.025],0.590 [0.528 - 0.647],0.041 [0.034 - 0.048]
Demographic,0.921 [0.898 - 0.936],0.858 [0.854 - 0.862],0.859 [0.800 - 0.911],0.858 [0.854 - 0.862],0.033 [0.027 - 0.038],0.717 [0.658 - 0.769],0.063 [0.053 - 0.074]
Protein+Demographic,0.937 [0.921 - 0.947],0.874 [0.870 - 0.878],0.880 [0.821 - 0.924],0.874 [0.870 - 0.878],0.038 [0.031 - 0.044],0.754 [0.695 - 0.798],0.072 [0.060 - 0.083]
