,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.633 [0.581 - 0.685],0.592 [0.587 - 0.597],0.590 [0.504 - 0.680],0.592 [0.587 - 0.597],0.005 [0.004 - 0.006],0.182 [0.097 - 0.273],0.009 [0.007 - 0.011]
Demographic,0.700 [0.649 - 0.748],0.635 [0.630 - 0.640],0.635 [0.543 - 0.723],0.635 [0.630 - 0.640],0.005 [0.004 - 0.007],0.270 [0.176 - 0.357],0.011 [0.009 - 0.013]
Protein+Demographic,0.678 [0.624 - 0.725],0.648 [0.644 - 0.653],0.654 [0.560 - 0.740],0.648 [0.644 - 0.653],0.006 [0.005 - 0.007],0.303 [0.209 - 0.389],0.011 [0.009 - 0.014]
