,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.671 [0.644 - 0.698],0.631 [0.627 - 0.635],0.631 [0.586 - 0.677],0.631 [0.627 - 0.635],0.014 [0.013 - 0.016],0.263 [0.217 - 0.308],0.028 [0.025 - 0.031]
Demographic,0.626 [0.597 - 0.653],0.606 [0.602 - 0.610],0.605 [0.556 - 0.651],0.606 [0.602 - 0.610],0.013 [0.011 - 0.014],0.211 [0.163 - 0.257],0.025 [0.022 - 0.028]
Protein+Demographic,0.684 [0.658 - 0.709],0.642 [0.638 - 0.646],0.640 [0.592 - 0.684],0.642 [0.638 - 0.646],0.015 [0.013 - 0.017],0.283 [0.235 - 0.325],0.029 [0.026 - 0.033]
