,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.608 [0.563 - 0.651],0.582 [0.578 - 0.586],0.583 [0.511 - 0.649],0.582 [0.578 - 0.586],0.005 [0.004 - 0.006],0.165 [0.092 - 0.232],0.011 [0.009 - 0.013]
Demographic,0.494 [0.451 - 0.538],0.495 [0.491 - 0.499],0.497 [0.426 - 0.567],0.495 [0.491 - 0.499],0.004 [0.003 - 0.004],-0.008 [-0.079 - 0.061],0.008 [0.006 - 0.009]
Protein+Demographic,0.608 [0.563 - 0.648],0.588 [0.584 - 0.593],0.594 [0.529 - 0.658],0.588 [0.584 - 0.593],0.006 [0.005 - 0.007],0.181 [0.117 - 0.247],0.011 [0.009 - 0.013]
