,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.890 [0.877 - 0.902],0.816 [0.812 - 0.820],0.817 [0.768 - 0.858],0.816 [0.812 - 0.820],0.040 [0.035 - 0.045],0.633 [0.584 - 0.675],0.076 [0.067 - 0.086]
Demographic,0.894 [0.882 - 0.905],0.828 [0.823 - 0.832],0.826 [0.785 - 0.871],0.828 [0.823 - 0.832],0.043 [0.038 - 0.049],0.654 [0.613 - 0.699],0.082 [0.072 - 0.092]
Protein+Demographic,0.907 [0.896 - 0.917],0.822 [0.817 - 0.826],0.823 [0.779 - 0.865],0.822 [0.817 - 0.826],0.042 [0.036 - 0.047],0.645 [0.599 - 0.687],0.079 [0.069 - 0.089]
