,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.643 [0.603 - 0.681],0.611 [0.606 - 0.615],0.614 [0.549 - 0.672],0.611 [0.606 - 0.615],0.008 [0.007 - 0.009],0.225 [0.161 - 0.283],0.016 [0.014 - 0.019]
Demographic,0.640 [0.596 - 0.677],0.620 [0.615 - 0.624],0.620 [0.552 - 0.682],0.620 [0.615 - 0.624],0.008 [0.007 - 0.010],0.240 [0.172 - 0.302],0.016 [0.014 - 0.019]
Protein+Demographic,0.658 [0.618 - 0.695],0.611 [0.606 - 0.615],0.614 [0.553 - 0.671],0.611 [0.606 - 0.615],0.008 [0.007 - 0.009],0.224 [0.164 - 0.282],0.016 [0.013 - 0.019]
