,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.717 [0.695 - 0.737],0.654 [0.649 - 0.659],0.654 [0.614 - 0.691],0.654 [0.649 - 0.658],0.028 [0.025 - 0.030],0.308 [0.267 - 0.344],0.053 [0.048 - 0.058]
Demographic,0.701 [0.680 - 0.723],0.652 [0.648 - 0.657],0.653 [0.614 - 0.694],0.652 [0.648 - 0.657],0.027 [0.025 - 0.030],0.305 [0.265 - 0.346],0.053 [0.047 - 0.058]
Protein+Demographic,0.739 [0.718 - 0.758],0.671 [0.666 - 0.675],0.672 [0.632 - 0.708],0.671 [0.666 - 0.675],0.030 [0.027 - 0.033],0.343 [0.302 - 0.381],0.057 [0.051 - 0.063]
