,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.705 [0.662 - 0.746],0.646 [0.642 - 0.650],0.644 [0.559 - 0.718],0.646 [0.642 - 0.650],0.005 [0.004 - 0.006],0.291 [0.208 - 0.364],0.010 [0.008 - 0.012]
Demographic,0.616 [0.571 - 0.660],0.579 [0.574 - 0.583],0.580 [0.497 - 0.660],0.579 [0.574 - 0.583],0.004 [0.003 - 0.004],0.159 [0.074 - 0.240],0.007 [0.006 - 0.009]
Protein+Demographic,0.708 [0.665 - 0.748],0.635 [0.630 - 0.639],0.638 [0.556 - 0.711],0.635 [0.630 - 0.639],0.005 [0.004 - 0.006],0.273 [0.193 - 0.348],0.009 [0.007 - 0.011]
