,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.559 [0.518 - 0.598],0.549 [0.542 - 0.555],0.549 [0.480 - 0.621],0.548 [0.542 - 0.555],0.011 [0.009 - 0.013],0.098 [0.028 - 0.172],0.021 [0.018 - 0.026]
Demographic,0.584 [0.544 - 0.625],0.575 [0.569 - 0.581],0.574 [0.510 - 0.646],0.575 [0.569 - 0.581],0.012 [0.010 - 0.015],0.148 [0.084 - 0.222],0.024 [0.019 - 0.028]
Protein+Demographic,0.570 [0.531 - 0.609],0.563 [0.556 - 0.569],0.561 [0.487 - 0.633],0.563 [0.556 - 0.569],0.011 [0.009 - 0.014],0.123 [0.049 - 0.195],0.023 [0.019 - 0.027]
