,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.766 [0.722 - 0.804],0.697 [0.691 - 0.703],0.693 [0.605 - 0.783],0.697 [0.692 - 0.703],0.012 [0.009 - 0.015],0.390 [0.303 - 0.480],0.023 [0.018 - 0.029]
Demographic,0.869 [0.844 - 0.890],0.791 [0.786 - 0.797],0.792 [0.717 - 0.863],0.791 [0.786 - 0.797],0.019 [0.015 - 0.023],0.583 [0.508 - 0.656],0.038 [0.030 - 0.046]
Protein+Demographic,0.910 [0.887 - 0.927],0.839 [0.834 - 0.844],0.838 [0.764 - 0.901],0.839 [0.834 - 0.844],0.026 [0.021 - 0.032],0.677 [0.603 - 0.741],0.051 [0.041 - 0.061]
